Item(s),transaction_id,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
5,7099,tropical fruit,yogurt,coffee,cling film/bags,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7100,meat,root vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7101,bottled water,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7102,hamburger meat,whole milk,yogurt,salt,canned vegetables,soda,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,
4,7103,meat,root vegetables,hard cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7104,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7105,chicken,citrus fruit,butter,margarine,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
4,7106,chicken,other vegetables,whipped/sour cream,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7107,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7108,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7109,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7110,beef,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7111,citrus fruit,onions,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7112,chicken,herbs,curd,oil,soda,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
5,7113,citrus fruit,other vegetables,curd,brown bread,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7114,bottled water,white wine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7115,sausage,other vegetables,whole milk,UHT-milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,7116,pip fruit,grapes,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7117,frankfurter,beef,whole milk,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7118,ham,hamburger meat,whole milk,processed cheese,rolls/buns,pastry,Instant food products,fruit/vegetable juice,salty snack,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
3,7119,butter,sliced cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7120,pork,citrus fruit,whole milk,curd,yogurt,bottled beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
2,7121,pork,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7122,citrus fruit,pip fruit,other vegetables,condensed milk,frozen vegetables,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
1,7123,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7124,berries,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7125,condensed milk,bottled water,fruit/vegetable juice,bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7126,chicken,rolls/buns,margarine,coffee,bottled water,red/blush wine,long life bakery product,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,
1,7127,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7128,pork,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7129,whole milk,rolls/buns,soap,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7130,root vegetables,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7131,chicken,beef,root vegetables,whole milk,curd,yogurt,hard cheese,cream cheese,domestic eggs,sweet spreads,dog food,napkins,,,,,,,,,,,,,,,,,,,,
7,7132,root vegetables,other vegetables,whole milk,yogurt,hard cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
4,7133,tropical fruit,other vegetables,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7134,root vegetables,other vegetables,yogurt,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7135,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7136,root vegetables,whole milk,beverages,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7137,chicken,grapes,whole milk,rolls/buns,white wine,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7138,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7139,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7140,citrus fruit,tropical fruit,root vegetables,frozen meals,frozen fish,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7141,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7142,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7143,onions,other vegetables,yogurt,whipped/sour cream,UHT-milk,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7144,sausage,tropical fruit,berries,other vegetables,whole milk,curd,mayonnaise,rolls/buns,flour,margarine,sugar,cake bar,chocolate,,,,,,,,,,,,,,,,,,,
1,7145,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7146,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7147,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7148,yogurt,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7149,sausage,pastry,soda,salty snack,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7150,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7151,zwieback,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7152,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7153,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7154,whole milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7155,frankfurter,tropical fruit,root vegetables,butter milk,beverages,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
3,7156,pork,canned beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7157,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7158,chicken,berries,other vegetables,yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7159,pip fruit,root vegetables,other vegetables,beverages,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7160,sausage,sliced cheese,rolls/buns,sugar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7161,whole milk,oil,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7162,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7163,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7164,coffee,female sanitary products,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7165,sausage,root vegetables,frozen vegetables,frozen meals,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7166,sausage,rolls/buns,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7167,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7168,curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7169,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7170,sausage,tropical fruit,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7171,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7172,rolls/buns,canned fish,canned beer,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7173,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7174,butter,beverages,sliced cheese,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7175,frankfurter,white wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7176,finished products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7177,liver loaf,pip fruit,grapes,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7178,frankfurter,beef,berries,processed cheese,frozen meals,frozen potato products,rolls/buns,ready soups,bottled water,soda,fruit/vegetable juice,red/blush wine,long life bakery product,specialty bar,,,,,,,,,,,,,,,,,,
2,7179,butter milk,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7180,whole milk,curd,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7181,whole milk,butter,rolls/buns,pasta,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7182,root vegetables,other vegetables,butter,domestic eggs,bottled water,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,
6,7183,whole milk,yogurt,frozen meals,waffles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7184,sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7185,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7186,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7187,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7188,pork,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7189,berries,other vegetables,yogurt,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7190,bottled water,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7191,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7192,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7193,whole milk,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7194,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7195,chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7196,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7197,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7198,root vegetables,UHT-milk,condensed milk,white bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7199,chicken,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7200,root vegetables,onions,yogurt,whipped/sour cream,UHT-milk,salt,coffee,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
5,7201,pip fruit,whole milk,domestic eggs,sweet spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7202,pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7203,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7204,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7205,whole milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7206,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7207,curd,Instant food products,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7208,sausage,turkey,pip fruit,curd,yogurt,frozen vegetables,white bread,canned vegetables,sweet spreads,soda,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,
11,7209,frankfurter,sausage,tropical fruit,other vegetables,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,chocolate,dish cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,
4,7210,herbs,other vegetables,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7211,grapes,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7212,sausage,root vegetables,other vegetables,whole milk,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7213,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7214,yogurt,spread cheese,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7215,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7216,nuts/prunes,whole milk,rolls/buns,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7217,grapes,berries,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7218,grapes,other vegetables,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7219,citrus fruit,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7220,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7221,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7222,rolls/buns,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7223,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7224,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7225,beef,tropical fruit,root vegetables,yogurt,brown bread,canned fish,canned beer,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,
1,7226,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7227,sausage,whole milk,rolls/buns,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7228,sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7229,cream cheese,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7230,long life bakery product,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7231,other vegetables,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7232,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7233,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7234,sausage,domestic eggs,rolls/buns,canned fish,coffee,canned beer,white wine,male cosmetics,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
16,7235,pork,root vegetables,other vegetables,beverages,rolls/buns,pastry,sauces,bottled water,soda,red/blush wine,sparkling wine,chocolate,specialty chocolate,candy,napkins,newspapers,,,,,,,,,,,,,,,,
1,7236,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7237,bottled beer,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7238,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7239,berries,yogurt,cat food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7240,citrus fruit,pickled vegetables,meat spreads,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7241,beef,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7242,yogurt,bottled beer,white wine,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7243,frozen meals,zwieback,fruit/vegetable juice,salty snack,long life bakery product,specialty chocolate,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
3,7244,tropical fruit,pickled vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7245,citrus fruit,butter,sliced cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7246,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7247,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7248,beef,root vegetables,yogurt,whipped/sour cream,frozen vegetables,soups,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7249,citrus fruit,tropical fruit,pip fruit,other vegetables,zwieback,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7250,sausage,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7251,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7252,frankfurter,other vegetables,butter,yogurt,soft cheese,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
5,7253,curd,dessert,soda,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7254,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7255,whole milk,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7256,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7257,onions,other vegetables,whole milk,yogurt,frozen vegetables,bottled water,fruit/vegetable juice,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,
9,7258,whole milk,rolls/buns,vinegar,baking powder,instant coffee,bottled water,napkins,dishes,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,
7,7259,root vegetables,onions,whole milk,butter,oil,soups,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
5,7260,pip fruit,other vegetables,brown bread,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7261,beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,
5,7262,citrus fruit,butter milk,sliced cheese,bottled water,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7263,sausage,hamburger meat,root vegetables,onions,meat spreads,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
2,7264,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7265,ice cream,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7266,tropical fruit,whole milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7267,tropical fruit,rolls/buns,canned fish,specialty chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7268,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7269,sausage,other vegetables,whole milk,whipped/sour cream,domestic eggs,pastry,meat spreads,instant coffee,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,
3,7270,tropical fruit,soda,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7271,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7272,whole milk,rolls/buns,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7273,ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
9,7274,frankfurter,meat,citrus fruit,pip fruit,brown bread,pickled vegetables,coffee,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,
2,7275,rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7276,hamburger meat,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7277,condensed milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7278,whole milk,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7279,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7280,sausage,ham,pip fruit,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7281,white bread,coffee,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7282,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7283,sausage,pip fruit,berries,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7284,beef,tropical fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,
6,7285,berries,UHT-milk,semi-finished bread,cat food,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7286,beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7287,whole milk,butter,butter milk,beverages,domestic eggs,rolls/buns,salt,coffee,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,
6,7288,frankfurter,curd,yogurt,hard cheese,brown bread,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7289,tropical fruit,whole milk,domestic eggs,brown bread,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7290,whole milk,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7291,citrus fruit,brown bread,pastry,white wine,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7292,dessert,UHT-milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7293,whole milk,soda,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7294,pastry,specialty chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7295,curd cheese,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7296,other vegetables,whole milk,processed cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7297,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7298,other vegetables,yogurt,specialty cheese,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7299,finished products,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7300,other vegetables,frozen meals,rolls/buns,bottled water,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7301,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7302,berries,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7303,other vegetables,whole milk,butter,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,margarine,napkins,,,,,,,,,,,,,,,,,,,,,,,
1,7304,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7305,sausage,pork,beef,tropical fruit,grapes,other vegetables,whole milk,frozen dessert,domestic eggs,soda,chocolate,,,,,,,,,,,,,,,,,,,,,
8,7306,beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
8,7307,tropical fruit,whipped/sour cream,UHT-milk,salt,pasta,oil,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,
6,7308,sausage,butter,butter milk,ice cream,coffee,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7309,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7310,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7311,sausage,yogurt,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7312,whole milk,specialty chocolate,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7313,beverages,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7314,pastry,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7315,grapes,root vegetables,onions,whipped/sour cream,rolls/buns,mustard,coffee,bottled water,soda,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,
2,7316,citrus fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7317,citrus fruit,tropical fruit,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7318,meat,other vegetables,yogurt,ice cream,fruit/vegetable juice,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
2,7319,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7320,finished products,beef,frozen meals,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7321,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7322,citrus fruit,tropical fruit,pastry,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7323,ice cream,soda,misc. beverages,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7324,tropical fruit,root vegetables,yogurt,cream cheese,processed cheese,brown bread,ketchup,salty snack,waffles,candy,,,,,,,,,,,,,,,,,,,,,,
1,7325,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7326,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7327,sausage,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7328,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7329,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7330,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7331,herbs,whipped/sour cream,semi-finished bread,chewing gum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7332,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7333,yogurt,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7334,hamburger meat,root vegetables,herbs,other vegetables,bottled water,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
2,7335,pip fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7336,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7337,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7338,whole milk,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7339,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7340,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7341,beef,whole milk,yogurt,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7342,sausage,whole milk,rolls/buns,soda,salty snack,long life bakery product,waffles,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,
9,7343,sausage,beverages,brown bread,salt,soda,salty snack,popcorn,dental care,make up remover,,,,,,,,,,,,,,,,,,,,,,,
2,7344,tropical fruit,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7345,frankfurter,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7346,beef,root vegetables,domestic eggs,vinegar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7347,curd,ice cream,pasta,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7348,bottled water,canned beer,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7349,yogurt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7350,root vegetables,other vegetables,pickled vegetables,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7351,sliced cheese,domestic eggs,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7352,pip fruit,beverages,frozen meals,long life bakery product,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7353,chicken,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
